"ID","Career","CrseCollege","UnitTakenPrgrssSixth"
"003857248","UGRD","Science & Technology","0.50"
"003857248","UGRD","Social Sciences","3.33"
"003857287","UGRD","Social Sciences","3.00"
"003857300","UGRD","Social Sciences","2.50"
"003857300","UGRD","University-wide","0.33"
"003857352","UGRD","Arts and Humanities","0.66"
"003857352","UGRD","Science & Technology","6.50"
"003857352","UGRD","Social Sciences","0.50"
"003857378","UGRD","Arts and Humanities","8.66"
"003857378","UGRD","Science & Technology","2.00"
"003857378","UGRD","Social Sciences","1.16"
"003857404","UGRD","Arts and Humanities","3.16"
"003857534","PBAC","Social Sciences","2.33"
"003857846","UGRD","Science & Technology","2.50"
"003857846","UGRD","Social Sciences","0.16"
"003857859","UGRD","Arts and Humanities","0.66"
"003857859","UGRD","Business and Economics","4.00"
"003857859","UGRD","University-wide","0.50"
"003857950","UGRD","Science & Technology","2.16"
"003858041","UGRD","Arts and Humanities","3.33"
"003858041","UGRD","Education","0.50"
"003858041","UGRD","Science & Technology","0.66"
"003858041","UGRD","Social Sciences","5.16"
"003858483","UGRD","Arts and Humanities","1.66"
"003858483","UGRD","Science & Technology","0.66"
"003858925","UGRD","Science & Technology","2.83"
"003858925","UGRD","Social Sciences","0.66"
"003859068","UGRD","Arts and Humanities","0.66"
"003859068","UGRD","Business and Economics","1.33"
"003859185","UGRD","Arts and Humanities","0.66"
"003859185","UGRD","Science & Technology","0.33"
"003859328","UGRD","Arts and Humanities","0.66"
"003859328","UGRD","Education","1.00"
"003859328","UGRD","Science & Technology","11.00"
"003860004","UGRD","Arts and Humanities","1.33"
"003860004","UGRD","Science & Technology","0.50"
"003860004","UGRD","Social Sciences","7.33"
"003860043","UGRD","Science & Technology","6.50"
"003860056","UGRD","Business and Economics","7.33"
"003860056","UGRD","Science & Technology","0.50"
"003860069","UGRD","Business and Economics","8.00"
"003860069","UGRD","Science & Technology","0.50"
"003860069","UGRD","Social Sciences","1.00"
"003860290","UGRD","Social Sciences","2.00"
"003860667","UGRD","Arts and Humanities","1.83"
"003860667","UGRD","Social Sciences","5.16"
"003861200","UGRD","Science & Technology","0.16"
"003861200","UGRD","Social Sciences","2.50"
"003861512","UGRD","Arts and Humanities","4.50"
"003861512","UGRD","Social Sciences","0.66"
"003861564","UGRD","Science & Technology","4.33"
"003861759","UGRD","Business and Economics","6.66"
"003861759","UGRD","Science & Technology","0.16"
"003861811","UGRD","Arts and Humanities","3.50"
"003861811","UGRD","Social Sciences","0.50"
"003861876","UGRD","Arts and Humanities","0.66"
"003861876","UGRD","Social Sciences","2.00"
"003861954","UGRD","Business and Economics","2.66"
"003861954","UGRD","Social Sciences","0.16"
"003861993","UGRD","Arts and Humanities","2.16"
"003861993","UGRD","Science & Technology","0.16"
"003861993","UGRD","Social Sciences","0.66"
"003862006","PBAC","Education","3.00"
"003862123","UGRD","Education","0.50"
"003862123","UGRD","Science & Technology","1.16"
"003862123","UGRD","Social Sciences","1.00"
"003862266","UGRD","Arts and Humanities","0.66"
"003862266","UGRD","Social Sciences","1.50"
"003862396","UGRD","Business and Economics","5.33"
"003862396","UGRD","Social Sciences","0.50"
"003862409","PBAC","Science & Technology","4.16"
"003862409","PBAC","Social Sciences","1.33"
"003862461","UGRD","Arts and Humanities","2.33"
"003862461","UGRD","Science & Technology","0.33"
"003862461","UGRD","Social Sciences","2.00"
"003862578","UGRD","Science & Technology","0.16"
"003862578","UGRD","Social Sciences","3.33"
"003862747","UGRD","Science & Technology","0.66"
"003862747","UGRD","Social Sciences","2.00"
"003863163","UGRD","Arts and Humanities","0.66"
"003863163","PBAC","Education","6.16"
"003863163","UGRD","Education","0.50"
"003863163","UGRD","Social Sciences","1.33"
"003863215","UGRD","Arts and Humanities","0.66"
"003863215","UGRD","Business and Economics","6.66"
"003863423","UGRD","Business and Economics","1.83"
"003863423","UGRD","Science & Technology","0.16"
"003863488","UGRD","Science & Technology","1.16"
"003863488","UGRD","Social Sciences","6.50"
"003864008","UGRD","Arts and Humanities","1.33"
"003864008","UGRD","Science & Technology","1.00"
"003864008","UGRD","Social Sciences","2.00"
"003864112","UGRD","Business and Economics","5.33"
"003864307","UGRD","Arts and Humanities","0.66"
"003864307","UGRD","Business and Economics","4.66"
"003864359","UGRD","Science & Technology","0.16"
"003864359","UGRD","Social Sciences","1.83"
"003864372","UGRD","Science & Technology","0.50"
"003864372","UGRD","Social Sciences","1.00"
"003864996","UGRD","Science & Technology","0.66"
"003864996","UGRD","Social Sciences","5.33"
"003865035","UGRD","Social Sciences","0.33"
"003865061","UGRD","Arts and Humanities","0.50"
"003865061","UGRD","Science & Technology","1.83"
"003865061","UGRD","Social Sciences","4.16"
"003865113","UGRD","Arts and Humanities","0.66"
"003865113","UGRD","Science & Technology","7.50"
"003865113","UGRD","Social Sciences","3.83"
"003865347","UGRD","Arts and Humanities","0.66"
"003865347","UGRD","Science & Technology","1.16"
"003865347","UGRD","Social Sciences","9.16"
"003865360","UGRD","Arts and Humanities","0.66"
"003865360","UGRD","Business and Economics","6.00"
"003865360","UGRD","Science & Technology","0.16"
"003865360","UGRD","Social Sciences","1.00"
"003865373","PBAC","Education","6.50"
"003865451","UGRD","Education","4.83"
"003865516","UGRD","Arts and Humanities","1.33"
"003865516","UGRD","Science & Technology","0.16"
"003865516","UGRD","Social Sciences","0.66"
"003865529","UGRD","Arts and Humanities","3.66"
"003865529","UGRD","Education","1.00"
"003865529","UGRD","Science & Technology","1.50"
"003865529","UGRD","Social Sciences","6.83"
"003865841","UGRD","Business and Economics","0.66"
"003865841","UGRD","Science & Technology","0.66"
"003865841","UGRD","Social Sciences","6.00"
"003865893","UGRD","Arts and Humanities","0.16"
"003865893","UGRD","Business and Economics","6.00"
"003865893","UGRD","Science & Technology","0.16"
"003866036","UGRD","Social Sciences","2.50"
"003866075","UGRD","Social Sciences","2.66"
"003866101","UGRD","Education","0.16"
"003866101","UGRD","Social Sciences","1.33"
"003866179","UGRD","Arts and Humanities","0.66"
"003866179","UGRD","Science & Technology","6.00"
"003866179","UGRD","Social Sciences","0.50"
"003866504","PBAC","Education","3.00"
"003866816","UGRD","Arts and Humanities","2.00"
"003866816","UGRD","Science & Technology","0.83"
"003866816","UGRD","Social Sciences","3.83"
"003866829","UGRD","Arts and Humanities","4.00"
"003866829","UGRD","Science & Technology","1.16"
"003866829","UGRD","Social Sciences","2.00"
"003866894","UGRD","Business and Economics","2.00"
"003866894","UGRD","Science & Technology","0.16"
"003867037","PBAC","Science & Technology","2.00"
"003867167","UGRD","Arts and Humanities","0.66"
"003867167","UGRD","Science & Technology","6.16"
"003867622","UGRD","Arts and Humanities","0.66"
"003867622","UGRD","Business and Economics","1.33"
"003867622","UGRD","Science & Technology","0.16"
"003867778","UGRD","Arts and Humanities","5.33"
"003867778","UGRD","Social Sciences","1.00"
"003867934","UGRD","Arts and Humanities","0.66"
"003867934","UGRD","Education","1.66"
"003867934","UGRD","Science & Technology","0.50"
"003867934","UGRD","Social Sciences","1.50"
"003867960","UGRD","Social Sciences","2.50"
"003868311","UGRD","Arts and Humanities","0.66"
"003868311","UGRD","Education","6.50"
"003868311","UGRD","Science & Technology","1.00"
"003868311","UGRD","Social Sciences","0.66"
"003868363","UGRD","Arts and Humanities","0.66"
"003868363","PBAC","Education","5.83"
"003868363","UGRD","Education","1.16"
"003868363","UGRD","Social Sciences","0.83"
"003868389","UGRD","Arts and Humanities","0.66"
"003868389","UGRD","Social Sciences","1.50"
"003868545","UGRD","Arts and Humanities","1.33"
"003868545","UGRD","Social Sciences","2.00"
"003868844","UGRD","Social Sciences","2.66"
"003869026","UGRD","Arts and Humanities","0.66"
"003869026","UGRD","Social Sciences","3.50"
"003869052","UGRD","Arts and Humanities","0.66"
"003869052","UGRD","Science & Technology","3.83"
"003869078","UGRD","Social Sciences","2.50"
"003869130","UGRD","Science & Technology","0.50"
"003869130","UGRD","Social Sciences","1.33"
"003869130","UGRD","University-wide","0.16"
"003869182","UGRD","Arts and Humanities","0.66"
"003869182","UGRD","Social Sciences","2.00"
"003869247","PBAC","Education","3.00"
"003869260","UGRD","Arts and Humanities","1.33"
"003869260","UGRD","Business and Economics","7.33"
"003869364","UGRD","Arts and Humanities","2.83"
"003869364","UGRD","Education","0.50"
"003869364","UGRD","Science & Technology","7.00"
"003869390","PBAC","Education","2.66"
"003869429","UGRD","Arts and Humanities","0.83"
"003869429","UGRD","Science & Technology","0.66"
"003869429","UGRD","Social Sciences","1.66"
"003869468","UGRD","Science & Technology","2.16"
"003869468","UGRD","University-wide","0.50"
"003869598","UGRD","Social Sciences","2.00"
"003869663","UGRD","Business and Economics","5.33"
"003869663","UGRD","Science & Technology","0.66"
"003869663","UGRD","Social Sciences","0.66"
"003869702","UGRD","Arts and Humanities","1.33"
"003869702","UGRD","Social Sciences","0.66"
"003869780","UGRD","Arts and Humanities","0.66"
"003869780","UGRD","Business and Economics","2.00"
"003869858","UGRD","Business and Economics","0.66"
"003869858","UGRD","Science & Technology","0.50"
"003869858","UGRD","Social Sciences","3.50"
"003870079","UGRD","Arts and Humanities","2.83"
"003870079","UGRD","Science & Technology","0.50"
"003870079","UGRD","Social Sciences","1.66"
"003870092","UGRD","Arts and Humanities","0.66"
"003870092","UGRD","Business and Economics","0.66"
"003870092","UGRD","Science & Technology","1.66"
"003870157","UGRD","Arts and Humanities","6.00"
"003870157","UGRD","Social Sciences","1.66"
"003870326","UGRD","Arts and Humanities","4.00"
"003870326","UGRD","Social Sciences","3.33"
"003870352","PBAC","Education","3.00"
"003870443","UGRD","Arts and Humanities","2.33"
"003870443","UGRD","Social Sciences","0.66"
"003870469","UGRD","Science & Technology","4.16"
"003870560","UGRD","Social Sciences","1.33"
"003870794","UGRD","Arts and Humanities","5.33"
"003870794","UGRD","Social Sciences","0.33"
"003870924","UGRD","Science & Technology","0.66"
"003870976","UGRD","Business and Economics","6.00"
"003871132","UGRD","Arts and Humanities","2.00"
"003871132","UGRD","Social Sciences","7.83"
"003871145","UGRD","Arts and Humanities","0.66"
"003871145","UGRD","Business and Economics","7.16"
"003871197","UGRD","Social Sciences","8.83"
"003871301","UGRD","Arts and Humanities","2.66"
"003871301","UGRD","Science & Technology","1.33"
"003871301","UGRD","Social Sciences","2.83"
"003871314","UGRD","Education","1.33"
"003871314","UGRD","Social Sciences","2.66"
"003871366","UGRD","Arts and Humanities","0.66"
"003871366","UGRD","Social Sciences","4.00"
"003871392","UGRD","Arts and Humanities","2.00"
"003871392","UGRD","Science & Technology","0.66"
"003871392","UGRD","Social Sciences","2.16"
"003871730","PBAC","Arts and Humanities","1.33"
"003871782","UGRD","Arts and Humanities","1.33"
"003871782","UGRD","Social Sciences","2.66"
"003871886","PBAC","Arts and Humanities","7.16"
"003871886","UGRD","Arts and Humanities","2.50"
"003871964","UGRD","Education","2.66"
"003871964","UGRD","Social Sciences","0.33"
"003872003","UGRD","Arts and Humanities","0.66"
"003872003","UGRD","Science & Technology","0.50"
"003872003","UGRD","Social Sciences","1.33"
"003872068","UGRD","Social Sciences","2.66"
"003872120","UGRD","Social Sciences","2.16"
"003872380","UGRD","Arts and Humanities","1.33"
"003872380","UGRD","Social Sciences","1.33"
"003872497","UGRD","Arts and Humanities","1.33"
"003872497","UGRD","Science & Technology","1.16"
"003872692","UGRD","Social Sciences","1.66"
"003872952","PBAC","Education","6.66"
"003872991","UGRD","Arts and Humanities","1.83"
"003872991","UGRD","Education","0.16"
"003872991","UGRD","Social Sciences","1.66"
"003873056","UGRD","Arts and Humanities","0.66"
"003873056","UGRD","Science & Technology","0.33"
"003873134","UGRD","Science & Technology","1.16"
"003873134","UGRD","Social Sciences","0.83"
"003873199","UGRD","Science & Technology","0.33"
"003873199","UGRD","Social Sciences","1.50"
"003873199","UGRD","University-wide","0.66"
"003873212","PBAC","Education","1.66"
"003873368","PBAC","Education","2.66"
"003873563","UGRD","Arts and Humanities","0.66"
"003873563","UGRD","Education","3.33"
"003873563","UGRD","Science & Technology","0.50"
"003873563","UGRD","Social Sciences","0.66"
"003873719","UGRD","Arts and Humanities","0.16"
"003873719","UGRD","Science & Technology","7.83"
"003873719","UGRD","Social Sciences","1.00"
"003873836","UGRD","Arts and Humanities","1.33"
"003873836","UGRD","Social Sciences","1.33"
"003873914","UGRD","Social Sciences","2.50"
"003873979","UGRD","Science & Technology","2.00"
"003874096","UGRD","Arts and Humanities","4.83"
"003874096","PBAC","Education","6.66"
"003874096","UGRD","Education","1.00"
"003874096","UGRD","Science & Technology","1.00"
"003874122","UGRD","Arts and Humanities","2.16"
"003874122","UGRD","University-wide","0.16"
"003874161","UGRD","Arts and Humanities","0.66"
"003874161","UGRD","Business and Economics","4.66"
"003874239","UGRD","Science & Technology","2.50"
"003874239","UGRD","Social Sciences","0.16"
"003874499","UGRD","Social Sciences","2.00"
"003874512","UGRD","Arts and Humanities","1.33"
"003874512","UGRD","Business and Economics","8.66"
"003874564","UGRD","Science & Technology","0.16"
"003874564","UGRD","Social Sciences","0.66"
"003874577","UGRD","Arts and Humanities","0.66"
"003874577","UGRD","Social Sciences","1.16"
"003874642","UGRD","Business and Economics","2.66"
"003874720","UGRD","Social Sciences","2.00"
"003874772","PBAC","Arts and Humanities","3.66"
"003874772","PBAC","Science & Technology","0.16"
"003874863","UGRD","Arts and Humanities","0.66"
"003874863","UGRD","Science & Technology","0.50"
"003874863","UGRD","Social Sciences","1.33"
"003874993","PBAC","Education","6.33"
"003875110","UGRD","Arts and Humanities","0.66"
"003875110","UGRD","Social Sciences","4.00"
"003875227","UGRD","Arts and Humanities","0.66"
"003875227","UGRD","Social Sciences","2.50"
"003875318","UGRD","Science & Technology","2.33"
"003875357","UGRD","Arts and Humanities","2.66"
"003875357","UGRD","Social Sciences","1.00"
"003875422","UGRD","Arts and Humanities","3.16"
"003875422","UGRD","Education","0.50"
"003875422","UGRD","Science & Technology","0.50"
"003875422","UGRD","Social Sciences","0.50"
"003875669","UGRD","Arts and Humanities","1.66"
"003875669","PBAC","Education","2.83"
"003875669","UGRD","Science & Technology","1.00"
"003875825","UGRD","Social Sciences","4.66"
"003875929","UGRD","Science & Technology","7.33"
"003876072","UGRD","Arts and Humanities","4.66"
"003876189","UGRD","Arts and Humanities","2.33"
"003876189","UGRD","Social Sciences","0.66"
"003876202","UGRD","Arts and Humanities","0.83"
"003876202","UGRD","Business and Economics","5.33"
"003876202","UGRD","Social Sciences","0.50"
"003876228","UGRD","Arts and Humanities","1.33"
"003876228","UGRD","Science & Technology","0.33"
"003876228","UGRD","Social Sciences","0.50"
"003876592","UGRD","Arts and Humanities","0.66"
"003876592","UGRD","Business and Economics","8.00"
"003876618","UGRD","Science & Technology","6.50"
"003876618","UGRD","Social Sciences","1.00"
"003876813","UGRD","Arts and Humanities","0.66"
"003876813","UGRD","Business and Economics","9.50"
"003876813","UGRD","Science & Technology","1.66"
"003876813","UGRD","Social Sciences","1.00"
"003877112","UGRD","Science & Technology","4.00"
"003877203","UGRD","Social Sciences","2.66"
